tempo,entidade,variavel,valor
12,barra_4,PS,0.0
13,barra_4,PS,0.09411
14,barra_4,PS,0.0
15,barra_4,PS,0.090556
16,barra_4,PS,0.0
17,barra_4,PS,0.100575
18,barra_4,PS,0.107194
19,barra_4,PS,0.119811
20,barra_4,PS,0.0
21,barra_4,PS,0.124458
22,barra_4,PS,0.0
23,barra_4,PS,0.0
24,barra_4,PS,0.131671
1,barra_5,PS,0.0
2,barra_5,PS,0.118028
3,barra_5,PS,0.0
4,barra_5,PS,0.0
5,barra_5,PS,0.0
6,barra_5,PS,0.11013251
7,barra_5,PS,0.0
8,barra_5,PS,0.0
9,barra_5,PS,0.011321146
10,barra_5,PS,0.0
11,barra_5,PS,0.0
12,barra_5,PS,0.0
13,barra_5,PS,0.0
14,barra_5,PS,0.0
15,barra_5,PS,0.0
16,barra_5,PS,0.0
17,barra_5,PS,0.027299483
18,barra_5,PS,0.0
19,barra_5,PS,0.0
20,barra_5,PS,0.0
21,barra_5,PS,0.0
22,barra_5,PS,0.128807
23,barra_5,PS,0.131972
24,barra_5,PS,0.0
1,barra_6,PS,0.0
2,barra_6,PS,0.0
3,barra_6,PS,0.0
4,barra_6,PS,0.0
5,barra_6,PS,0.0
6,barra_6,PS,0.006
7,barra_6,PS,0.024
8,barra_6,PS,0.05
9,barra_6,PS,0.09
10,barra_6,PS,0.13
11,barra_6,PS,0.16
12,barra_6,PS,0.184
13,barra_6,PS,0.2
14,barra_6,PS,0.192
15,barra_6,PS,0.168
16,barra_6,PS,0.13
17,barra_6,PS,0.076
18,barra_6,PS,0.03
19,barra_6,PS,0.006
20,barra_6,PS,0.0
21,barra_6,PS,0.0
22,barra_6,PS,0.0
23,barra_6,PS,0.0
24,barra_6,PS,0.0
1,barra_7,PS,0.0
2,barra_7,PS,0.118028
3,barra_7,PS,0.0
4,barra_7,PS,0.0
5,barra_7,PS,0.0
6,barra_7,PS,0.11276
7,barra_7,PS,0.104228
8,barra_7,PS,0.0
9,barra_7,PS,0.098709
10,barra_7,PS,0.0
11,barra_7,PS,0.0
12,barra_7,PS,0.0099530561
13,barra_7,PS,0.0
14,barra_7,PS,0.0
15,barra_7,PS,0.015166543
16,barra_7,PS,0.0
17,barra_7,PS,0.100575
18,barra_7,PS,0.0
19,barra_7,PS,0.119811
20,barra_7,PS,0.0
21,barra_7,PS,0.124458
22,barra_7,PS,0.128807
23,barra_7,PS,0.131972
24,barra_7,PS,0.131671
1,barra_8,PS,0.115425
2,barra_8,PS,0.118028
3,barra_8,PS,0.119916
4,barra_8,PS,0.0
5,barra_8,PS,0.119611
6,barra_8,PS,0.11276
7,barra_8,PS,0.0
8,barra_8,PS,0.102265
9,barra_8,PS,0.0
10,barra_8,PS,0.0
11,barra_8,PS,0.096041
12,barra_8,PS,0.095901
13,barra_8,PS,0.084323644
14,barra_8,PS,0.0
15,barra_8,PS,0.090556
16,barra_8,PS,0.094444
17,barra_8,PS,0.100575
18,barra_8,PS,0.0
19,barra_8,PS,0.119811
20,barra_8,PS,0.0
21,barra_8,PS,0.0
22,barra_8,PS,0.128807
23,barra_8,PS,0.0
24,barra_8,PS,0.131671
1,barra_9,PS,0.0
2,barra_9,PS,0.0
3,barra_9,PS,0.0
4,barra_9,PS,0.120783
5,barra_9,PS,0.119611
6,barra_9,PS,0.11276
7,barra_9,PS,0.0
8,barra_9,PS,0.0
9,barra_9,PS,0.098709
10,barra_9,PS,0.0
11,barra_9,PS,0.0
12,barra_9,PS,0.095901
13,barra_9,PS,0.0
14,barra_9,PS,0.09057
15,barra_9,PS,0.090556
16,barra_9,PS,0.0
17,barra_9,PS,0.100575
18,barra_9,PS,0.107194
19,barra_9,PS,0.0
20,barra_9,PS,0.0
21,barra_9,PS,0.124458
22,barra_9,PS,0.128807
23,barra_9,PS,0.0
24,barra_9,PS,0.0
1,barra_10,PS,0.0
2,barra_10,PS,0.0
3,barra_10,PS,0.119916
4,barra_10,PS,0.0
5,barra_10,PS,0.0
6,barra_10,PS,0.0
7,barra_10,PS,0.0
8,barra_10,PS,0.0
9,barra_10,PS,0.098709
10,barra_10,PS,0.096437
11,barra_10,PS,0.096041
12,barra_10,PS,0.0
13,barra_10,PS,0.09411
14,barra_10,PS,0.09057
15,barra_10,PS,0.090556
16,barra_10,PS,0.0
17,barra_10,PS,0.100575
18,barra_10,PS,0.107194
19,barra_10,PS,0.0
20,barra_10,PS,0.123239
21,barra_10,PS,0.124458
22,barra_10,PS,0.0
23,barra_10,PS,0.0
24,barra_10,PS,0.0
1,barra_11,PS,0.115425
2,barra_11,PS,0.0
3,barra_11,PS,0.0
4,barra_11,PS,0.0
5,barra_11,PS,0.0
6,barra_11,PS,0.11276
7,barra_11,PS,0.0
8,barra_11,PS,0.102265
9,barra_11,PS,0.0
10,barra_11,PS,0.096437
11,barra_11,PS,0.0
12,barra_11,PS,0.095901
13,barra_11,PS,0.09411
14,barra_11,PS,0.0
15,barra_11,PS,0.0
16,barra_11,PS,0.094444
17,barra_11,PS,0.100575
18,barra_11,PS,0.0
19,barra_11,PS,0.119811
20,barra_11,PS,0.123239
21,barra_11,PS,0.124458
22,barra_11,PS,0.0
23,barra_11,PS,0.131972
24,barra_11,PS,0.0
1,barra_12,PS,0.115425
2,barra_12,PS,0.118028
3,barra_12,PS,0.0
4,barra_12,PS,0.0
5,barra_12,PS,0.119611
6,barra_12,PS,0.11276
7,barra_12,PS,0.104228
8,barra_12,PS,0.102265
9,barra_12,PS,0.098709
10,barra_12,PS,0.0
11,barra_12,PS,0.0
12,barra_12,PS,0.095901
13,barra_12,PS,0.0
14,barra_12,PS,0.0
15,barra_12,PS,0.090556
16,barra_12,PS,0.0
17,barra_12,PS,0.100575
18,barra_12,PS,0.0
19,barra_12,PS,0.0
20,barra_12,PS,0.123239
21,barra_12,PS,0.124458
22,barra_12,PS,0.0
23,barra_12,PS,0.131972
24,barra_12,PS,0.131671
1,barra_13,PS,0.0
2,barra_13,PS,0.118028
3,barra_13,PS,0.119916
4,barra_13,PS,0.120783
5,barra_13,PS,0.0
6,barra_13,PS,0.0
7,barra_13,PS,0.0
8,barra_13,PS,0.102265
9,barra_13,PS,0.0
10,barra_13,PS,0.0
11,barra_13,PS,0.054413425
12,barra_13,PS,0.0
13,barra_13,PS,0.015352912
14,barra_13,PS,0.0
15,barra_13,PS,0.0
16,barra_13,PS,0.0
17,barra_13,PS,0.0
18,barra_13,PS,0.0
19,barra_13,PS,0.119811
20,barra_13,PS,0.0
21,barra_13,PS,0.124458
22,barra_13,PS,0.128807
23,barra_13,PS,0.0
24,barra_13,PS,0.131671
1,barra_14,PS,0.0
2,barra_14,PS,0.0
3,barra_14,PS,0.0
4,barra_14,PS,0.0
5,barra_14,PS,0.0
6,barra_14,PS,0.00525
7,barra_14,PS,0.021
8,barra_14,PS,0.04375
9,barra_14,PS,0.07875
10,barra_14,PS,0.11375
11,barra_14,PS,0.14
12,barra_14,PS,0.161
13,barra_14,PS,0.175
14,barra_14,PS,0.168
15,barra_14,PS,0.147
16,barra_14,PS,0.11375
17,barra_14,PS,0.0665
18,barra_14,PS,0.02625
19,barra_14,PS,0.00525
20,barra_14,PS,0.0
21,barra_14,PS,0.0
22,barra_14,PS,0.0
23,barra_14,PS,0.0
24,barra_14,PS,0.0
1,barra_15,PS,0.115425
2,barra_15,PS,0.118028
3,barra_15,PS,0.0
4,barra_15,PS,0.0
5,barra_15,PS,0.119611
6,barra_15,PS,0.0
7,barra_15,PS,0.0
8,barra_15,PS,0.0
9,barra_15,PS,0.0
10,barra_15,PS,0.0
11,barra_15,PS,0.0
12,barra_15,PS,0.0
13,barra_15,PS,0.0
14,barra_15,PS,0.0
15,barra_15,PS,0.0
16,barra_15,PS,0.0
17,barra_15,PS,0.0
18,barra_15,PS,0.084067679
19,barra_15,PS,0.11814836
20,barra_15,PS,0.123239
21,barra_15,PS,0.10591761
22,barra_15,PS,0.10341513
23,barra_15,PS,0.131972
24,barra_15,PS,0.0
1,barra_16,PS,0.024686339
2,barra_16,PS,0.017788484
3,barra_16,PS,0.0
4,barra_16,PS,0.03985265
5,barra_16,PS,0.0
6,barra_16,PS,0.024768737
7,barra_16,PS,0.0
8,barra_16,PS,0.076585137
9,barra_16,PS,0.0
10,barra_16,PS,0.01478342
11,barra_16,PS,0.096041
12,barra_16,PS,0.0
13,barra_16,PS,0.04400236
14,barra_16,PS,0.09057
15,barra_16,PS,0.0
16,barra_16,PS,0.0
17,barra_16,PS,0.0
18,barra_16,PS,0.013614429
19,barra_16,PS,0.0
20,barra_16,PS,0.013190893
21,barra_16,PS,0.0
22,barra_16,PS,0.0
23,barra_16,PS,0.0
24,barra_16,PS,0.0
1,barra_17,PS,0.0
2,barra_17,PS,0.0
3,barra_17,PS,0.0
4,barra_17,PS,0.0
5,barra_17,PS,0.0
6,barra_17,PS,0.0
7,barra_17,PS,0.0
8,barra_17,PS,0.0
9,barra_17,PS,0.0
10,barra_17,PS,0.0
11,barra_17,PS,0.0
12,barra_17,PS,0.0
13,barra_17,PS,0.0
14,barra_17,PS,0.0
15,barra_17,PS,0.0
16,barra_17,PS,0.0
17,barra_17,PS,0.0
18,barra_17,PS,0.0
19,barra_17,PS,0.0
20,barra_17,PS,0.0
21,barra_17,PS,0.0
22,barra_17,PS,0.0
23,barra_17,PS,0.0
24,barra_17,PS,0.0
1,barra_18,PS,0.0
2,barra_18,PS,0.0
3,barra_18,PS,0.0
4,barra_18,PS,0.0
5,barra_18,PS,0.0
6,barra_18,PS,0.0
7,barra_18,PS,0.0
8,barra_18,PS,0.0
9,barra_18,PS,0.0
10,barra_18,PS,0.0
11,barra_18,PS,0.0
12,barra_18,PS,0.0
13,barra_18,PS,0.0
14,barra_18,PS,0.0
15,barra_18,PS,0.0
16,barra_18,PS,0.0
17,barra_18,PS,0.0
18,barra_18,PS,0.0
19,barra_18,PS,0.0
20,barra_18,PS,0.0
21,barra_18,PS,0.0
22,barra_18,PS,0.0
23,barra_18,PS,0.0
24,barra_18,PS,0.0
1,barra_19,PS,0.0
2,barra_19,PS,0.0
3,barra_19,PS,0.0
4,barra_19,PS,0.0
5,barra_19,PS,0.0
6,barra_19,PS,0.0
7,barra_19,PS,0.0
8,barra_19,PS,0.0
9,barra_19,PS,0.0
10,barra_19,PS,0.0
11,barra_19,PS,0.0
12,barra_19,PS,0.0
13,barra_19,PS,0.0
14,barra_19,PS,0.0
15,barra_19,PS,0.0
16,barra_19,PS,0.0
17,barra_19,PS,0.0
18,barra_19,PS,0.0
19,barra_19,PS,0.0
20,barra_19,PS,0.0
21,barra_19,PS,0.0
22,barra_19,PS,0.0
23,barra_19,PS,0.0
24,barra_19,PS,0.0
1,barra_20,PS,0.0
2,barra_20,PS,0.035325852
3,barra_20,PS,0.039109419
4,barra_20,PS,0.0
5,barra_20,PS,0.0
6,barra_20,PS,0.0
7,barra_20,PS,0.0
8,barra_20,PS,0.0
9,barra_20,PS,0.096202409
10,barra_20,PS,0.096437
11,barra_20,PS,0.0
12,barra_20,PS,0.037347766
13,barra_20,PS,0.0
14,barra_20,PS,0.045343517
15,barra_20,PS,0.0
16,barra_20,PS,0.0
17,barra_20,PS,0.0003498998
18,barra_20,PS,0.044274733
19,barra_20,PS,0.0
20,barra_20,PS,0.0
21,barra_20,PS,0.0
22,barra_20,PS,0.0
23,barra_20,PS,0.0
24,barra_20,PS,0.062666533
1,barra_21,PS,0.0
2,barra_21,PS,0.0
3,barra_21,PS,0.0
4,barra_21,PS,0.120783
5,barra_21,PS,0.0
6,barra_21,PS,0.0
7,barra_21,PS,0.104228
8,barra_21,PS,0.0
9,barra_21,PS,0.098709
10,barra_21,PS,0.096437
11,barra_21,PS,0.0
12,barra_21,PS,0.0
13,barra_21,PS,0.09411
14,barra_21,PS,0.0
15,barra_21,PS,0.0
16,barra_21,PS,0.0
17,barra_21,PS,0.100575
18,barra_21,PS,0.0
19,barra_21,PS,0.0
20,barra_21,PS,0.0
21,barra_21,PS,0.124458
22,barra_21,PS,0.128807
23,barra_21,PS,0.0
24,barra_21,PS,0.0
1,barra_22,PS,0.0
2,barra_22,PS,0.118028
3,barra_22,PS,0.119916
4,barra_22,PS,0.0
5,barra_22,PS,0.119611
6,barra_22,PS,0.0
7,barra_22,PS,0.0
8,barra_22,PS,0.102265
9,barra_22,PS,0.0
10,barra_22,PS,0.0
11,barra_22,PS,0.096041
12,barra_22,PS,0.0
13,barra_22,PS,0.0
14,barra_22,PS,0.0
15,barra_22,PS,0.0
16,barra_22,PS,0.0
17,barra_22,PS,0.0
18,barra_22,PS,0.0
19,barra_22,PS,0.119811
20,barra_22,PS,0.123239
21,barra_22,PS,0.124458
22,barra_22,PS,0.0
23,barra_22,PS,0.0
24,barra_22,PS,0.131671
1,barra_23,PS,0.0
2,barra_23,PS,0.118028
3,barra_23,PS,0.0
4,barra_23,PS,0.0
5,barra_23,PS,0.119611
6,barra_23,PS,0.11276
7,barra_23,PS,0.0
8,barra_23,PS,0.102265
9,barra_23,PS,0.098709
10,barra_23,PS,0.096437
11,barra_23,PS,0.0
12,barra_23,PS,0.095901
13,barra_23,PS,0.0
14,barra_23,PS,0.09057
15,barra_23,PS,0.084614657
16,barra_23,PS,0.094444
17,barra_23,PS,0.0
18,barra_23,PS,0.0
19,barra_23,PS,0.0
20,barra_23,PS,0.0
21,barra_23,PS,0.0
22,barra_23,PS,0.0
23,barra_23,PS,0.0
24,barra_23,PS,0.131671
1,barra_24,PS,0.0
2,barra_24,PS,0.0
3,barra_24,PS,0.0
4,barra_24,PS,0.120783
5,barra_24,PS,0.0
6,barra_24,PS,0.0
7,barra_24,PS,0.0
8,barra_24,PS,0.102265
9,barra_24,PS,2.6056112e-05
10,barra_24,PS,0.0
11,barra_24,PS,0.0
12,barra_24,PS,0.0
13,barra_24,PS,0.0
14,barra_24,PS,0.0
15,barra_24,PS,0.0
16,barra_24,PS,0.044896182
17,barra_24,PS,0.100575
18,barra_24,PS,0.0
19,barra_24,PS,0.119811
20,barra_24,PS,0.0
21,barra_24,PS,0.124458
22,barra_24,PS,0.128807
23,barra_24,PS,0.131972
24,barra_24,PS,0.0
1,barra_25,PS,0.0
2,barra_25,PS,0.0
3,barra_25,PS,0.0
4,barra_25,PS,0.0
5,barra_25,PS,0.0
6,barra_25,PS,0.00675
7,barra_25,PS,0.027
8,barra_25,PS,0.05625
9,barra_25,PS,0.10125
10,barra_25,PS,0.14625
11,barra_25,PS,0.18
12,barra_25,PS,0.207
13,barra_25,PS,0.225
14,barra_25,PS,0.216
15,barra_25,PS,0.189
16,barra_25,PS,0.14625
17,barra_25,PS,0.0855
18,barra_25,PS,0.03375
19,barra_25,PS,0.00675
20,barra_25,PS,0.0
21,barra_25,PS,0.0
22,barra_25,PS,0.0
23,barra_25,PS,0.0
24,barra_25,PS,0.0
1,barra_26,PS,0.115425
2,barra_26,PS,0.0
3,barra_26,PS,0.119916
4,barra_26,PS,0.0
5,barra_26,PS,0.119611
6,barra_26,PS,0.11276
7,barra_26,PS,0.104228
8,barra_26,PS,0.0
9,barra_26,PS,0.0
10,barra_26,PS,0.0
11,barra_26,PS,0.0
12,barra_26,PS,0.0
13,barra_26,PS,0.0
14,barra_26,PS,0.0
15,barra_26,PS,0.0
16,barra_26,PS,0.0
17,barra_26,PS,0.0
18,barra_26,PS,0.0
19,barra_26,PS,0.0
20,barra_26,PS,0.123239
21,barra_26,PS,0.0
22,barra_26,PS,0.0
23,barra_26,PS,0.131972
24,barra_26,PS,0.131671
1,barra_27,PS,0.115425
2,barra_27,PS,0.118028
3,barra_27,PS,0.0
4,barra_27,PS,0.120783
5,barra_27,PS,0.119611
6,barra_27,PS,0.11276
7,barra_27,PS,0.104228
8,barra_27,PS,0.102265
9,barra_27,PS,0.0
10,barra_27,PS,0.0
11,barra_27,PS,0.0
12,barra_27,PS,0.0
13,barra_27,PS,0.059122842
14,barra_27,PS,0.057439902
15,barra_27,PS,0.090556
16,barra_27,PS,0.094444
17,barra_27,PS,0.100575
18,barra_27,PS,0.107194
19,barra_27,PS,0.119811
20,barra_27,PS,0.123239
21,barra_27,PS,0.124458
22,barra_27,PS,0.128807
23,barra_27,PS,0.0
24,barra_27,PS,0.0
1,barra_28,PS,0.0
2,barra_28,PS,0.0
3,barra_28,PS,0.0
4,barra_28,PS,0.0
5,barra_28,PS,0.0
6,barra_28,PS,0.064669672
7,barra_28,PS,0.0
8,barra_28,PS,0.0
9,barra_28,PS,0.098709
10,barra_28,PS,0.0
11,barra_28,PS,0.0
12,barra_28,PS,0.095901
13,barra_28,PS,0.09411
14,barra_28,PS,0.0
15,barra_28,PS,0.0
16,barra_28,PS,0.037456877
17,barra_28,PS,0.0
18,barra_28,PS,0.0
19,barra_28,PS,0.0
20,barra_28,PS,0.0
21,barra_28,PS,0.0
22,barra_28,PS,0.0
23,barra_28,PS,0.0
24,barra_28,PS,0.0
1,barra_29,PS,0.0
2,barra_29,PS,0.0
3,barra_29,PS,0.0
4,barra_29,PS,0.0
5,barra_29,PS,0.0
6,barra_29,PS,0.0
7,barra_29,PS,0.0
8,barra_29,PS,0.0
9,barra_29,PS,0.0
10,barra_29,PS,0.0
11,barra_29,PS,0.0
12,barra_29,PS,0.0
13,barra_29,PS,0.0
14,barra_29,PS,0.0
15,barra_29,PS,0.0
16,barra_29,PS,0.0
17,barra_29,PS,0.0
18,barra_29,PS,0.0
19,barra_29,PS,0.0
20,barra_29,PS,0.0
21,barra_29,PS,0.0
22,barra_29,PS,0.0
23,barra_29,PS,0.0
24,barra_29,PS,0.0
1,barra_30,PS,0.0
2,barra_30,PS,0.0
3,barra_30,PS,0.0
4,barra_30,PS,0.0
5,barra_30,PS,0.0
6,barra_30,PS,0.0
7,barra_30,PS,0.0
8,barra_30,PS,0.0
9,barra_30,PS,0.0
10,barra_30,PS,0.0
11,barra_30,PS,0.0
12,barra_30,PS,0.0
13,barra_30,PS,0.0
14,barra_30,PS,0.0
15,barra_30,PS,0.0
16,barra_30,PS,0.0
17,barra_30,PS,0.0
18,barra_30,PS,0.0
19,barra_30,PS,0.0
20,barra_30,PS,0.0
21,barra_30,PS,0.0
22,barra_30,PS,0.0
23,barra_30,PS,0.0
24,barra_30,PS,0.0
1,barra_31,PS,0.0
2,barra_31,PS,0.0
3,barra_31,PS,0.0
4,barra_31,PS,0.0
5,barra_31,PS,0.0
6,barra_31,PS,0.0
7,barra_31,PS,0.0
8,barra_31,PS,0.0
9,barra_31,PS,0.0
10,barra_31,PS,0.0
11,barra_31,PS,0.0
12,barra_31,PS,0.0
13,barra_31,PS,0.0
14,barra_31,PS,0.0
15,barra_31,PS,0.0
16,barra_31,PS,0.0
17,barra_31,PS,0.0
18,barra_31,PS,0.0
19,barra_31,PS,0.0
20,barra_31,PS,0.0
21,barra_31,PS,0.0
22,barra_31,PS,0.0
23,barra_31,PS,0.0
24,barra_31,PS,0.0
1,barra_32,PS,0.0
2,barra_32,PS,0.035325852
3,barra_32,PS,0.0
4,barra_32,PS,0.036602524
5,barra_32,PS,0.0
6,barra_32,PS,0.024768737
7,barra_32,PS,0.0076705411
8,barra_32,PS,0.0
9,barra_32,PS,0.022694211
10,barra_32,PS,0.037968159
11,barra_32,PS,0.047853241
12,barra_32,PS,0.0
13,barra_32,PS,0.064163002
14,barra_32,PS,0.064496127
15,barra_32,PS,0.0
16,barra_32,PS,0.094444
17,barra_32,PS,0.017275266
18,barra_32,PS,0.0
19,barra_32,PS,0.0
20,barra_32,PS,0.0
21,barra_32,PS,0.0
22,barra_32,PS,0.0
23,barra_32,PS,0.0
24,barra_32,PS,0.0
1,barra_33,PS,0.115425
2,barra_33,PS,0.0
3,barra_33,PS,0.119916
4,barra_33,PS,0.0
5,barra_33,PS,0.0
6,barra_33,PS,0.0
7,barra_33,PS,0.0
8,barra_33,PS,0.0
9,barra_33,PS,0.0
10,barra_33,PS,0.096437
11,barra_33,PS,0.096041
12,barra_33,PS,0.0
13,barra_33,PS,0.09411
14,barra_33,PS,0.0
15,barra_33,PS,0.090556
16,barra_33,PS,0.094444
17,barra_33,PS,0.0
18,barra_33,PS,0.107194
19,barra_33,PS,0.0
20,barra_33,PS,0.123239
21,barra_33,PS,0.0
22,barra_33,PS,0.128807
23,barra_33,PS,0.131972
24,barra_33,PS,0.0
1,barra_1,PW,0.0
2,barra_1,PW,0.0
3,barra_1,PW,0.0
4,barra_1,PW,0.0
5,barra_1,PW,0.119611
6,barra_1,PW,0.0
7,barra_1,PW,0.104228
8,barra_1,PW,0.0
9,barra_1,PW,0.098709
10,barra_1,PW,0.0
11,barra_1,PW,0.096041
12,barra_1,PW,0.095901
13,barra_1,PW,0.0
14,barra_1,PW,0.0
15,barra_1,PW,0.0
16,barra_1,PW,0.0
17,barra_1,PW,0.0
18,barra_1,PW,0.0
19,barra_1,PW,0.119811
20,barra_1,PW,0.123239
21,barra_1,PW,0.0
22,barra_1,PW,0.0
23,barra_1,PW,0.0
24,barra_1,PW,0.0
1,barra_2,PW,0.0
2,barra_2,PW,0.0
3,barra_2,PW,0.0
4,barra_2,PW,0.120783
5,barra_2,PW,0.119611
6,barra_2,PW,0.0
7,barra_2,PW,0.104228
8,barra_2,PW,0.102265
9,barra_2,PW,0.098709
10,barra_2,PW,0.0
11,barra_2,PW,0.096041
12,barra_2,PW,0.0
13,barra_2,PW,0.09411
14,barra_2,PW,0.0
15,barra_2,PW,0.090556
16,barra_2,PW,0.094444
17,barra_2,PW,0.0
18,barra_2,PW,0.0
19,barra_2,PW,0.0
20,barra_2,PW,0.0
21,barra_2,PW,0.124458
22,barra_2,PW,0.0
23,barra_2,PW,0.0
24,barra_2,PW,0.131671
1,barra_3,PW,0.0
2,barra_3,PW,0.0
3,barra_3,PW,0.0
4,barra_3,PW,0.0
5,barra_3,PW,0.119611
6,barra_3,PW,0.0
7,barra_3,PW,0.104228
8,barra_3,PW,0.102265
9,barra_3,PW,0.098709
10,barra_3,PW,0.096437
11,barra_3,PW,0.096041
12,barra_3,PW,0.0
13,barra_3,PW,0.0
14,barra_3,PW,0.0
15,barra_3,PW,0.090556
16,barra_3,PW,0.0
17,barra_3,PW,0.0
18,barra_3,PW,0.107194
19,barra_3,PW,0.119811
20,barra_3,PW,0.123239
21,barra_3,PW,0.0
22,barra_3,PW,0.0
23,barra_3,PW,0.131972
24,barra_3,PW,0.0
1,barra_4,PW,0.0
2,barra_4,PW,0.0
3,barra_4,PW,0.119916
4,barra_4,PW,0.0
5,barra_4,PW,0.0
6,barra_4,PW,0.0
7,barra_4,PW,0.104228
8,barra_4,PW,0.102265
9,barra_4,PW,0.0
10,barra_4,PW,0.096437
11,barra_4,PW,0.096041
12,barra_4,PW,0.095901
13,barra_4,PW,0.0
14,barra_4,PW,0.09057
15,barra_4,PW,0.0
16,barra_4,PW,0.094444
17,barra_4,PW,0.0
18,barra_4,PW,0.0
19,barra_4,PW,0.0
20,barra_4,PW,0.123239
21,barra_4,PW,0.0
22,barra_4,PW,0.128807
23,barra_4,PW,0.131972
24,barra_4,PW,0.0
1,barra_5,PW,0.115425
2,barra_5,PW,0.0
3,barra_5,PW,0.119916
4,barra_5,PW,0.120783
5,barra_5,PW,0.119611
6,barra_5,PW,0.0
7,barra_5,PW,0.083271341
8,barra_5,PW,0.055144896
9,barra_5,PW,0.0
10,barra_5,PW,0.0
11,barra_5,PW,0.0
12,barra_5,PW,0.0
13,barra_5,PW,0.0
14,barra_5,PW,0.0
15,barra_5,PW,0.0
16,barra_5,PW,0.0
17,barra_5,PW,0.0
18,barra_5,PW,0.080302649
19,barra_5,PW,0.11739536
20,barra_5,PW,0.123239
21,barra_5,PW,0.124458
22,barra_5,PW,0.0
23,barra_5,PW,0.0
24,barra_5,PW,0.131671
1,barra_6,PW,0.003463
2,barra_6,PW,0.003541
3,barra_6,PW,0.003597
4,barra_6,PW,0.003623
5,barra_6,PW,0.003588
6,barra_6,PW,0.0
7,barra_6,PW,0.0
8,barra_6,PW,0.0
9,barra_6,PW,0.0
10,barra_6,PW,0.0
11,barra_6,PW,0.0
12,barra_6,PW,0.0
13,barra_6,PW,0.0
14,barra_6,PW,0.0
15,barra_6,PW,0.0
16,barra_6,PW,0.0
17,barra_6,PW,0.0
18,barra_6,PW,0.0
19,barra_6,PW,0.0
20,barra_6,PW,0.003697
21,barra_6,PW,0.003734
22,barra_6,PW,0.003864
23,barra_6,PW,0.003959
24,barra_6,PW,0.00395
1,barra_7,PW,0.115425
2,barra_7,PW,0.0
3,barra_7,PW,0.119916
4,barra_7,PW,0.120783
5,barra_7,PW,0.119611
6,barra_7,PW,0.0
7,barra_7,PW,0.0
8,barra_7,PW,0.102265
9,barra_7,PW,0.0
10,barra_7,PW,0.065257553
11,barra_7,PW,0.034333265
12,barra_7,PW,0.0
13,barra_7,PW,0.0
14,barra_7,PW,0.0
15,barra_7,PW,0.0
16,barra_7,PW,0.061211313
17,barra_7,PW,0.0
18,barra_7,PW,0.107194
19,barra_7,PW,0.0
20,barra_7,PW,0.123239
21,barra_7,PW,0.0
22,barra_7,PW,0.0
23,barra_7,PW,0.0
24,barra_7,PW,0.0
1,barra_8,PW,0.0
2,barra_8,PW,0.0
